"","ASV000001","ASV000002","ASV000003","ASV000004","ASV000005","ASV000006","ASV000007","ASV000008","ASV000009","ASV000010","ASV000011","ASV000012","ASV000013","ASV000014","ASV000015","ASV000016","ASV000017","ASV000018","ASV000019","ASV000020","ASV000021","ASV000022","ASV000023","ASV000024","ASV000025","ASV000026","ASV000027","ASV000028","ASV000029","ASV000030","ASV000031","ASV000032","ASV000033","ASV000034","ASV000035","ASV000036","ASV000037","ASV000038","ASV000039","ASV000040","ASV000041","ASV000042","ASV000043","ASV000044","ASV000045","ASV000046","ASV000047","ASV000048","ASV000049","ASV000050","ASV000051","ASV000052","ASV000053","ASV000054","ASV000055","ASV000056","ASV000057","ASV000058","ASV000059","ASV000060","ASV000061","ASV000062","ASV000063","ASV000064","ASV000065","ASV000066","ASV000067","ASV000068","ASV000069","ASV000070","ASV000071","ASV000072","ASV000073","ASV000074","ASV000075","ASV000076","ASV000077","ASV000078","ASV000079","ASV000080","ASV000081","ASV000082","ASV000083","ASV000084","ASV000085","ASV000086","ASV000087","ASV000088","ASV000089","ASV000090","ASV000091","ASV000092","ASV000093","ASV000094","ASV000095","ASV000096","ASV000097","ASV000098","ASV000099","ASV000100","ASV000101","ASV000102","ASV000103","ASV000104","ASV000105","ASV000106","ASV000107","ASV000108","ASV000109","ASV000110","ASV000111","ASV000112","ASV000113","ASV000114","ASV000115","ASV000116","ASV000117","ASV000118","ASV000119","ASV000120","ASV000121","ASV000122","ASV000123","ASV000124","ASV000125","ASV000126","ASV000127","ASV000128","ASV000129","ASV000130","ASV000131","ASV000132","ASV000133","ASV000134","ASV000135","ASV000136","ASV000137","ASV000138","ASV000139","ASV000140","ASV000141","ASV000142","ASV000143","ASV000144","ASV000145","ASV000146","ASV000147","ASV000148","ASV000149","ASV000150","ASV000151","ASV000152","ASV000153","ASV000154","ASV000155","ASV000156","ASV000157","ASV000158","ASV000159","ASV000160","ASV000161","ASV000162","ASV000163","ASV000164","ASV000165","ASV000166","ASV000167","ASV000168","ASV000169","ASV000170","ASV000171","ASV000172","ASV000173","ASV000174","ASV000175","ASV000176","ASV000177","ASV000178","ASV000179","ASV000180","ASV000181","ASV000182","ASV000183","ASV000184","ASV000185","ASV000186","ASV000187","ASV000188","ASV000189","ASV000190","ASV000191","ASV000192","ASV000193","ASV000194","ASV000195","ASV000196","ASV000197","ASV000198","ASV000199","ASV000200","ASV000201","ASV000202","ASV000203","ASV000204","ASV000205","ASV000206","ASV000207","ASV000208","ASV000209","ASV000210","ASV000211","ASV000212","ASV000213","ASV000214","ASV000215","ASV000216","ASV000217","ASV000218","ASV000219","ASV000220","ASV000221","ASV000222","ASV000223","ASV000224","ASV000225","ASV000226","ASV000227","ASV000228","ASV000229","ASV000230","ASV000231","ASV000232","ASV000233","ASV000234","ASV000235","ASV000236","ASV000237","ASV000238","ASV000239","ASV000240","ASV000241","ASV000242","ASV000243","ASV000244","ASV000245","ASV000246","ASV000247","ASV000248","ASV000249","ASV000250","ASV000251","ASV000252","ASV000253","ASV000254","ASV000255","ASV000256","ASV000257","ASV000258","ASV000259","ASV000260","ASV000261","ASV000262","ASV000263","ASV000264","ASV000265","ASV000266","ASV000267","ASV000268","ASV000269","ASV000270","ASV000271","ASV000272","ASV000273","ASV000274","ASV000275","ASV000276","ASV000277","ASV000278","ASV000279","ASV000280","ASV000281","ASV000282","ASV000283","ASV000284","ASV000285","ASV000286","ASV000287","ASV000288","ASV000289","ASV000290","ASV000291","ASV000292","ASV000293","ASV000294","ASV000295","ASV000296","ASV000297","ASV000298","ASV000299","ASV000300","ASV000301","ASV000302","ASV000303","ASV000304","ASV000305","ASV000306","ASV000307","ASV000308","ASV000309","ASV000310","ASV000311","ASV000312","ASV000313","ASV000314","ASV000315","ASV000316","ASV000317","ASV000318","ASV000319","ASV000320","ASV000321","ASV000322","ASV000323","ASV000324","ASV000325","ASV000326","ASV000327","ASV000328","ASV000329","ASV000330","ASV000331","ASV000332","ASV000333","ASV000334","ASV000335","ASV000336","ASV000337","ASV000338","ASV000339","ASV000340","ASV000341","ASV000342","ASV000343","ASV000344","ASV000345","ASV000346","ASV000347","ASV000348","ASV000349","ASV000350","ASV000351","ASV000352","ASV000353"
"E03_T002_S001",41274,11214,0,0,0,5881,0,5814,2999,0,0,2263,0,0,75,0,0,1444,740,1,0,0,0,0,0,0,0,1645,0,0,0,489,0,0,0,239,0,0,0,599,297,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2213,0,0,113,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,20,0,0,2,0,0,0,21,0,0,0,15,8,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,5,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S002",4948,2756,0,0,0,5079,0,0,669,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,67,430,1392,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,2,0,817,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,286,0,0,0,0,0,8,0,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S003",20041,5196,0,0,0,1790,0,0,452,0,0,0,0,0,520,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,25,0,0,0,0,0,0,0,0,0,2242,0,1,1,0,0,0,0,0,0,0,0,0,0,2051,0,0,0,1578,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S004",19470,3291,0,0,0,1324,0,2,1679,0,0,0,0,0,0,0,0,1,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,207,0,0,0,1331,0,0,1522,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S005",13538,5471,0,0,0,728,0,4618,1,0,0,3533,0,0,0,0,0,1213,0,2489,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,306,0,1422,0,0,0,0,0,0,0,0,0,0,2,1,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,0,8,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S007",0,0,838,194,361,0,669,0,0,0,418,0,976,0,0,277,0,0,0,0,0,0,0,29,0,0,0,0,0,83,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S008",0,0,1355,0,2058,0,592,0,0,582,268,0,88,0,0,93,61,0,0,0,28,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S009",0,0,18690,14093,16123,0,4795,0,0,0,0,0,2168,6864,0,1862,39,0,0,0,15,0,0,659,0,0,0,0,0,557,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,378,0,0,0,84,0,0,0,0,0,261,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,12,0,0,0,0,21,0,0,0,0,51,0,0,0,1,0,0,0,0,0,50,2,0,0,7,0,872,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3,4,0,0,0,0,1,18,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,1,0,0,2,0,3,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S010",0,0,487,68,668,0,431,0,0,744,178,0,172,0,0,76,128,0,0,0,45,0,0,6,0,0,0,0,0,35,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T002_S011",0,0,244,645,111,0,83,0,0,159,792,0,278,301,0,143,68,0,0,0,18,0,0,80,0,0,0,0,0,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S001",45770,10321,0,0,0,5871,0,15,5996,0,0,8651,0,0,0,0,0,1,1551,3445,0,0,0,0,0,1337,0,0,1,0,0,0,0,2318,0,436,0,0,0,0,288,0,0,0,0,3132,0,0,0,3287,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,2,0,37,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,2,0,0,0,22,0,0,0,12,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,9,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S002",30211,26730,0,0,0,11123,0,6720,2768,0,0,4021,0,0,2195,0,0,1773,681,7,0,2609,2719,0,0,0,0,0,1,0,0,594,0,0,0,209,0,0,0,272,111,0,1206,0,0,2,0,0,0,0,0,1395,9,6,0,4055,0,0,0,0,0,1,1977,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,44,0,0,0,0,0,0,0,1030,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,28,0,0,8,0,0,3,0,0,0,0,0,110,0,0,0,0,0,0,0,0,12,0,0,0,452,0,0,10,0,0,1,0,28,0,7,0,0,0,11,18,0,0,0,1,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,10,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S003",25151,15871,0,0,0,4928,0,2596,3815,0,0,1808,0,0,7492,0,0,786,1085,1,0,3308,0,0,0,0,0,0,0,0,2716,276,0,0,0,365,0,0,0,340,547,0,0,0,1314,1,0,0,0,0,0,0,7,7,3687,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,172,0,0,0,0,0,0,0,0,0,0,0,344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,33,0,0,2,198,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,2,0,116,0,7,0,0,0,6,30,0,0,0,1,9,0,0,0,0,0,0,0,0,74,0,0,0,0,0,12,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,5,0,0,68,6,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S004",57680,33316,0,0,0,9147,0,15647,7401,0,0,0,0,0,0,0,0,3744,1737,2160,0,1122,0,0,0,0,0,0,1,0,0,1175,0,4998,0,541,0,0,0,1128,568,0,1284,0,0,0,0,1,0,0,0,0,14,4326,0,3,0,0,0,0,0,1,0,0,1,1427,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1378,1372,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,0,44,0,0,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,18,0,23,0,0,0,9,26,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,12,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,15,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,1,1,0,1,1,3,0,4,0,0,2,0,0,4,0,0,0,0,3,0,3,0,0,1,16,2,2,0,2,2,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S005",32311,5040,0,0,0,6202,0,5013,4457,0,0,2828,0,0,0,0,0,1214,1087,1,0,1478,0,0,0,0,0,0,0,0,1471,368,1891,0,0,324,0,0,0,152,156,0,0,1674,0,0,0,0,2317,0,0,0,2,4,0,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,39,0,0,0,0,1043,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,15,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,1,0,10,0,24,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,8,0,0,0,0,0,0,0,86,0,0,0,122,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,146,0,0,5,0,0,0,3,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,3,4,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E03_T003_S007",0,0,4427,632,2173,0,4992,0,0,859,1156,0,1960,1367,0,415,482,0,0,0,197,0,0,54,0,0,0,0,0,238,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,141,0,0,0,1,0,68,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,22,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
